input_size,kernel_size,bias,stride,padding,dilation,groups,time_cost
"[1, 256, 100, 136]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0020575523376464844
"[1, 256, 200, 320]","[256, 256, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.003612995147705078
"[2, 256, 50, 76]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0012984275817871094
"[1, 256, 12, 21]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.010987281799316406
"[1, 256, 50, 80]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0020716190338134766
"[4, 128, 28, 28]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003261566162109375
"[2, 256, 34, 25]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01312398910522461
"[1, 256, 10, 7]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0022423267364501953
"[1, 192, 32, 48]","[192, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[192],0.0013196468353271484
"[2, 256, 7, 11]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.011174440383911133
"[1, 256, 48, 84]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.010898351669311523
"[2, 256, 21, 13]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.001544952392578125
"[1, 256, 152, 100]","[576, 256, 1, 1]",[576],"[1, 1]","[0, 0]","[1, 1]",[1],0.003730297088623047
"[1, 3, 699, 608]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0010290145874023438
"[2, 256, 13, 20]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0011472702026367188
"[1, 256, 68, 50]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.002763986587524414
"[1, 256, 6, 11]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.02787470817565918
"[4, 24, 56, 56]","[24, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[24],0.002076864242553711
"[1, 128, 82, 80]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.005059957504272461
"[1, 256, 10, 7]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.029950380325317383
"[2, 3, 800, 1248]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.002627849578857422
"[1, 1024, 76, 50]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.007863283157348633
"[2, 256, 13, 19]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012964963912963867
"[4, 192, 56, 56]","[128, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0030059814453125
"[1, 256, 11, 6]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01231074333190918
"[4, 672, 1, 1]","[28, 672, 1, 1]",[28],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018486976623535156
"[4, 512, 28, 28]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009342670440673828
"[2, 256, 152, 100]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.001613616943359375
"[1, 128, 138, 120]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.004737377166748047
"[1, 960, 7, 13]","[320, 960, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.006188154220581055
"[2, 3, 800, 1088]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0012292861938476562
"[2, 256, 19, 13]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.001837015151977539
"[1, 256, 40, 40]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01062774658203125
"[1, 960, 8, 12]","[160, 960, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.006104230880737305
"[4, 64, 14, 14]","[384, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015137195587158203
"[1, 32, 160, 208]","[16, 32, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0009744167327880859
"[1, 256, 7, 10]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.002233743667602539
"[1, 960, 7, 13]","[960, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[960],0.0016565322875976562
"[1, 96, 20, 26]","[255, 96, 1, 1]",[255],"[1, 1]","[0, 0]","[1, 1]",[1],0.0030972957611083984
"[1, 1024, 48, 60]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005884647369384766
"[2, 32, 256, 256]","[32, 32, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0011174678802490234
"[2, 256, 13, 17]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.010508537292480469
"[1, 1024, 48, 60]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.034067630767822266
"[1, 128, 100, 148]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0049741268157958984
"[4, 320, 14, 14]","[128, 320, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002019643783569336
"[4, 512, 7, 7]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03745532035827637
"[1, 96, 32, 48]","[96, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.006171464920043945
"[16, 64, 128, 128]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0017209053039550781
"[1, 1024, 52, 50]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.009197235107421875
"[4, 232, 7, 7]","[232, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[232],0.0010046958923339844
"[1, 256, 50, 76]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0012977123260498047
"[1, 128, 69, 60]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002437591552734375
"[1, 256, 1, 1]","[324, 256, 3, 3]",[324],"[1, 1]","[1, 1]","[1, 1]",[1],0.012837409973144531
"[2, 1024, 64, 64]","[2048, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.03269147872924805
"[1, 1024, 50, 80]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.013286828994750977
"[1, 258, 76, 50]","[256, 258, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01282644271850586
"[1, 64, 16, 24]","[384, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002669095993041992
"[1, 128, 235, 176]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.004674196243286133
"[1, 64, 200, 296]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001028299331665039
"[32, 256, 75, 17]","[768, 256, 1, 1]",[768],"[1, 1]","[0, 0]","[1, 1]",[1],0.004664182662963867
"[1, 256, 25, 38]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.0028154850006103516
"[2, 512, 100, 140]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009693622589111328
"[32, 512, 2, 27]","[512, 512, 2, 2]",[512],"[1, 1]","[0, 0]","[1, 1]",[1],0.02249002456665039
"[1, 160, 10, 13]","[960, 160, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.006140232086181641
"[2, 256, 25, 38]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01049494743347168
"[1, 256, 163, 160]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.005999088287353516
"[1, 512, 84, 97]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0027320384979248047
"[2, 1024, 32, 32]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01184225082397461
"[1, 256, 25, 38]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010559558868408203
"[1, 256, 120, 137]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002536296844482422
"[8, 2048, 8, 6]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.018370628356933594
"[16, 256, 32, 32]","[128, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010832548141479492
"[1, 128, 60, 69]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004602670669555664
"[4, 96, 28, 28]","[192, 96, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.004809379577636719
"[32, 64, 300, 17]","[384, 64, 1, 1]",[384],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015528202056884766
"[1, 64, 176, 181]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0015141963958740234
"[1, 258, 100, 152]","[256, 258, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010659456253051758
"[1, 256, 138, 120]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.007293701171875
"[4, 320, 7, 7]","[1280, 320, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007626056671142578
"[1, 64, 138, 120]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.001718759536743164
"[1, 512, 136, 100]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009740591049194336
"[2, 128, 128, 128]","[64, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017042160034179688
"[2, 128, 168, 100]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.005112171173095703
"[1, 96, 24, 26]","[255, 96, 1, 1]",[255],"[1, 1]","[0, 0]","[1, 1]",[1],0.0022728443145751953
"[2, 256, 13, 19]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.01285243034362793
"[1, 384, 24, 26]","[384, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[384],0.0011119842529296875
"[1, 128, 168, 96]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0027952194213867188
"[1, 256, 304, 200]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0025331974029541016
"[2, 512, 100, 156]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0033292770385742188
"[4, 32, 28, 28]","[192, 32, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00107574462890625
"[2, 1024, 50, 68]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.03530430793762207
"[1, 64, 208, 200]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0042819976806640625
"[18, 256, 28, 28]","[80, 256, 1, 1]",[80],"[1, 1]","[0, 0]","[1, 1]",[1],0.0030858516693115234
"[1, 960, 8, 12]","[320, 960, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008953571319580078
"[2, 512, 100, 152]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0026063919067382812
"[1, 128, 100, 152]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002483367919921875
"[1, 512, 10, 10]","[24, 512, 3, 3]",[24],"[1, 1]","[1, 1]","[1, 1]",[1],0.0032525062561035156
"[1, 128, 96, 120]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0045566558837890625
"[1, 256, 208, 200]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018434524536132812
"[32, 128, 16, 12]","[32, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010304450988769531
"[1, 256, 100, 152]","[576, 256, 1, 1]",[576],"[1, 1]","[0, 0]","[1, 1]",[1],0.0037987232208251953
"[1, 256, 42, 24]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.001165151596069336
"[2, 128, 100, 168]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0039005279541015625
"[1, 1024, 30, 35]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.011304140090942383
"[32, 64, 32, 24]","[128, 64, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.002789735794067383
"[1, 256, 19, 13]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.01120305061340332
"[1, 144, 40, 52]","[32, 144, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003279447555541992
"[1, 128, 192, 336]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.006806135177612305
"[4, 4, 1, 1]","[96, 4, 1, 1]",[96],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011570453643798828
"[2, 128, 100, 168]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0026710033416748047
"[1, 64, 200, 320]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0036208629608154297
"[2, 256, 128, 128]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0025539398193359375
"[1, 256, 152, 100]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010757684707641602
"[1, 128, 96, 168]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004229545593261719
"[2, 256, 13, 18]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.002348661422729492
"[1, 256, 50, 74]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.011427164077758789
"[2, 256, 17, 13]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.002309083938598633
"[1, 96, 24, 26]","[192, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.00471043586730957
"[48, 512, 28, 28]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.006011962890625
"[1, 256, 50, 80]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0055544376373291016
"[4, 2048, 7, 7]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.019416332244873047
"[1, 512, 42, 49]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.03699541091918945
"[32, 32, 32, 24]","[32, 32, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.003729581832885742
"[4, 672, 17, 17]","[672, 1, 5, 5]",[False],"[2, 2]","[0, 0]","[1, 1]",[672],0.004502296447753906
"[1, 1024, 52, 50]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.006253480911254883
"[2, 256, 200, 272]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00141143798828125
"[2, 1024, 8, 8]","[1024, 1024, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.14197206497192383
"[1, 256, 10, 7]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01952505111694336
"[4, 192, 14, 14]","[192, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0019023418426513672
"[1, 256, 100, 112]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.010585308074951172
"[1, 256, 50, 68]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0018188953399658203
"[1, 64, 20, 26]","[384, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0012025833129882812
"[4, 256, 28, 28]","[80, 256, 1, 1]",[80],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015001296997070312
"[1, 256, 200, 296]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.01041412353515625
"[1, 256, 41, 40]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005607128143310547
"[1, 256, 76, 50]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012640714645385742
"[1, 192, 40, 52]","[192, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[192],0.001216888427734375
"[4, 960, 7, 7]","[160, 960, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005282878875732422
"[1, 64, 192, 336]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0012996196746826172
"[1, 576, 24, 26]","[96, 576, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001825571060180664
"[48, 256, 14, 14]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0054705142974853516
"[1, 256, 76, 50]","[256, 256, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.002814769744873047
"[1, 256, 50, 74]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017635822296142578
"[2, 1024, 50, 84]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0068089962005615234
"[1, 256, 82, 80]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.013068437576293945
"[1, 256, 51, 48]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010767698287963867
"[4, 384, 14, 14]","[384, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[384],0.0018181800842285156
"[1, 64, 200, 304]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015003681182861328
"[2, 2048, 128, 128]","[512, 2048, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.1484510898590088
"[2, 256, 136, 100]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.010255575180053711
"[1, 512, 82, 80]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009578227996826172
"[1, 258, 152, 100]","[256, 258, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010479450225830078
"[1, 128, 200, 272]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.004034996032714844
"[1, 96, 48, 52]","[96, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.002797365188598633
"[1, 256, 163, 160]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001478433609008789
"[1, 256, 152, 100]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0011854171752929688
"[2, 2048, 2, 2]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.017231225967407227
"[1, 256, 25, 38]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.013567447662353516
"[2, 256, 76, 50]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0016896724700927734
"[2, 512, 128, 128]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03931879997253418
"[2, 3, 1088, 800]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.006647586822509766
"[1, 256, 152, 100]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.01194620132446289
"[4, 416, 14, 14]","[128, 416, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003712177276611328
"[2, 64, 200, 304]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016324520111083984
"[1, 512, 34, 25]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03667306900024414
"[1, 960, 12, 13]","[160, 960, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007821321487426758
"[1, 3, 384, 416]","[32, 3, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0011889934539794922
"[1, 1024, 84, 48]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.03249812126159668
"[1, 256, 5, 5]","[24, 256, 3, 3]",[24],"[1, 1]","[1, 1]","[1, 1]",[1],0.005258083343505859
"[2, 256, 11, 7]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0019915103912353516
"[8, 1024, 16, 12]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.03272652626037598
"[1, 256, 68, 50]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.030469417572021484
"[2, 256, 14, 14]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.012664079666137695
"[1, 384, 14, 26]","[96, 384, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0019440650939941406
"[1, 256, 50, 80]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.010550975799560547
"[1, 144, 80, 104]","[24, 144, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0009834766387939453
"[32, 64, 64, 48]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011713504791259766
"[1, 96, 20, 26]","[96, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.00254058837890625
"[4, 64, 56, 56]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0017576217651367188
"[4, 3, 224, 224]","[48, 3, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0007915496826171875
"[1, 512, 18, 15]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.017194032669067383
"[2, 256, 25, 39]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.002052783966064453
"[1, 512, 38, 25]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.017251014709472656
"[32, 32, 64, 48]","[64, 32, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.002979278564453125
"[1, 512, 60, 69]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009919404983520508
"[2, 256, 168, 100]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0014793872833251953
"[1, 256, 25, 38]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0010972023010253906
"[1, 256, 25, 37]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010418891906738281
"[2, 256, 38, 25]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.010979890823364258
"[4, 352, 14, 14]","[128, 352, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0034394264221191406
"[1, 2048, 42, 24]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.017568349838256836
"[1, 512, 21, 20]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0203094482421875
"[4, 256, 80, 80]","[64, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.005924224853515625
"[1, 256, 235, 176]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.003943920135498047
"[4, 16, 112, 112]","[96, 16, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001470804214477539
"[2, 512, 128, 128]","[512, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[512],0.0015804767608642578
"[2, 1024, 50, 76]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.03386640548706055
"[1, 64, 200, 224]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0028145313262939453
"[1, 512, 84, 97]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.010493278503417969
"[1, 192, 8, 12]","[96, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001402139663696289
"[1, 96, 12, 13]","[96, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0028281211853027344
"[1, 256, 25, 38]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.02969074249267578
"[1, 256, 44, 38]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007877349853515625
"[4, 256, 1, 1]","[16, 256, 1, 1]",[16],"[1, 1]","[0, 0]","[1, 1]",[1],0.0013384819030761719
"[1, 256, 76, 50]","[144, 256, 1, 1]",[144],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017447471618652344
"[2, 64, 64, 64]","[2, 64, 1, 1]",[2],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010030269622802734
"[1, 256, 13, 19]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010324716567993164
"[1, 256, 24, 42]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.005040407180786133
"[2, 256, 25, 39]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0017673969268798828
"[2, 256, 50, 84]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010280132293701172
"[1, 96, 8, 12]","[96, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0013575553894042969
"[1, 96, 10, 13]","[96, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.002563953399658203
"[1, 256, 200, 272]","[1296, 256, 1, 1]",[1296],"[1, 1]","[0, 0]","[1, 1]",[1],0.006681203842163086
"[1, 2048, 24, 42]","[256, 2048, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.07117438316345215
"[1, 512, 104, 100]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.016340017318725586
"[48, 1024, 14, 14]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007982492446899414
